"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","respondent_t2","respondent_t3","respondent_t4","contacted","survey_language_es","sdo_scale","treat_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","trans.tolerance.dv.t0","trans.tolerance.dv.t1","miami_trans_law_t0_avg","miami_trans_law_t1_avg","gender_nonconformity_t0","gender_nonconformity_t1","treatment.delivered","t1.resid"
"67402",32361,18,"N","Caucasian",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,0,0,1,0,0,0,-0.338521808385849,0,0,50,50,54,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,1.59807014465332,0,-0.457801163196564,1,-1.07464997034378,-0.0845401336505679,-0.947691311140889,0,0,0.547622133241092,-0.374804201368527,FALSE,-0.828191692051792
"67405",34535,64,"D","African American",1,1,0,0,1,1,1,1,0,2,3,-2,-2,-2,1,0,1,2,100,84,83,95,100,2,3,1,1,0,3,0.701357245445251,3,3,50,74,86,-2,0,1,-1,1,2,1,1,1,1,1,0,-0.779816627502441,1,0.701357245445251,0,0.92513619827304,0.812005740067501,0.746589864341493,2.5,3,-1.37406380726985,-0.323568146395015,TRUE,0.225946742023252
"67407",16477,20,"D","African American",1,1,0,0,0,0,0,1,0,2,2,0,-1,0,0,0,0,2,99,50,36,73,100,0,3,1,1,0,3,0.0818194299936295,2,1,50,55,62,-1,-1,0,0,0,0,1,1,1,1,1,0,-0.349651366472244,1,0.0818194299936295,0,-0.0480644133227573,-0.245711053305046,-0.0502733966266922,2,1.5,0.0805928685064935,-0.374804201368527,TRUE,-0.00376122181941305
"67411",11535,55,"D","African American",1,1,0,0,1,1,0,1,0,2,2,-2,1,-1,0,0,1,0,79,50,50,50,58,2,1,1,1,0,3,0.234204515814781,3,2,77,50,50,-1,-2,0,0,-1,1,1,1,0,1,1,0,-0.398431479930878,0,-0.089121900498867,0,0.14849985780559,0.179341582122808,-0.0973972371867944,2,2.5,0.520837692454819,-0.867438789418877,FALSE,-0.201643541179458
"67416",61582,67,"D","Caucasian",0,0,1,0,1,1,0,1,0,3,3,1,2,-1,2,2,2,3,95,96,96,66,97,0,1,1,1,1,3,1.72714328765869,3,3,50,61,62,-1,2,2,2,2,2,1,1,1,1,1,0,-0.925346195697784,0,0.948196172714233,0,1.62877306349951,1.98905593254025,1.70786266931945,3,3,0.987866957189418,1.10309956278252,FALSE,0.141315923909491
"67418",33661,33,"D","Hispanic",0,0,0,1,0,0,0,1,0,3,1,0,-1,0,1,-2,-2,-2,100,0,0,100,100,2,0,1,0,0,0,-0.785989582538605,2,-2,99,0,90,-1,1,-2,1,1,1,1,1,1,1,1,0,-6.6307687118794e-10,1,-0.785989582538605,0,-0.619426582173798,-1.44590120632239,-0.25266686133681,2,0,0.0805928685064935,0.610464974732174,TRUE,0.728300843077419
"67423",32406,65,"D","African American",1,1,0,0,1,1,1,1,0,0,0,0,-1,-1,0,-1,0,0,100,30,24,76,100,0,3,1,0,0,2,-0.666100978851318,0,0,50,3,50,-2,-2,0,-1,0,0,1,1,0,1,1,0,-6.6307687118794e-10,0,-0.723838806152344,0,-0.952481734353199,-0.639231800710851,-0.752409665687583,0,0,-0.413220837014379,-1.30883732249572,FALSE,-0.028920987433066
"67425",479,52,"R","Hispanic",0,0,0,1,1,1,1,0,1,-3,-2,2,-2,-1,-2,-2,-2,-3,0,0,0,50,50,0,4,1,1,1,-3,-2.09618163108826,-3,-3,0,0,50,-2,-2,-2,2,2,-2,1,1,1,1,1,0,-0.817738592624664,1,-2.07412052154541,0,-1.47607714292839,-2.20418503402838,-0.468528122936752,-2.5,-3,-0.880250101748978,-1.30883732249572,TRUE,1.40739775082131
"67433",29793,22,"N","African American",1,1,0,0,0,1,0,0,0,2,2,1,-1,-1,1,1,-1,2,86,63,62,72,98,0,3,1,1,1,-3,0.422725230455399,1,2,65,79,50,-1,-1,1,0,-1,1,1,1,1,1,1,0,-6.6307687118794e-10,1,0.230167478322983,1,0.276237591052837,0.297860173883858,0.351781022823035,2,1.5,-0.413220837014379,-0.374804201368527,TRUE,0.293506865108181
"67435",1635,26,"D","Hispanic",1,0,0,1,0,1,1,1,0,3,3,-2,2,2,2,2,2,2,42,50,50,50,50,0,0,1,1,1,-2,1.0898289680481,2,2,50,50,50,1,0,2,2,1,2,1,1,1,1,1,0,-0.298792123794556,1,1.0898289680481,0,1.14173957364398,1.45949433938982,1.38461431048653,3,2,2.46930807375203,1.0006274528355,TRUE,-0.121243557033783
"67438",13383,58,"R","Hispanic",0,0,0,1,1,1,1,0,1,2,0,0,-2,0,0,0,0,-3,0,50,50,50,50,-2,3,1,1,0,-1,-0.806047081947327,-2,2,0,50,50,-2,-2,1,-2,-2,0,1,1,1,1,1,0,2.42330479621887,0,-0.806047081947327,0,-0.942162620550637,-0.0845401336505679,-0.807769841512785,1,0,-0.386436396228105,-1.30883732249572,FALSE,-0.474465480051309
"67440",28750,45,"D","African American",0,1,0,0,0,1,0,1,0,3,3,1,0,-1,2,2,1,3,100,90,90,62,100,1,5,1,1,1,3,1.01207804679871,0,3,100,53,50,-1,-2,2,0,0,0,1,1,1,1,1,0,0.321778297424316,0,1.01207804679871,0,0.237698829874391,1.65610096548638,0.297586677159244,3,1.5,0.0538084277202204,-0.867438789418877,FALSE,-0.703058262589113
"67444",66951,26,"N","Hispanic",1,0,0,1,0,1,0,0,0,3,3,0,0,2,1,1,1,1,50,50,50,50,50,0,0,1,1,0,3,0.573943912982941,3,3,50,100,50,0,2,1,0,1,1,1,0,0,0,1,0,-0.813528716564178,0,0.579008340835571,1,1.11999330188925,0.687477102869628,0.989102799718321,3,3,1.53524954428284,1.54449809585936,FALSE,0.164843279896951
"67458",59150,51,"D","African American",0,1,0,0,0,1,1,1,0,1,-1,0,0,0,0,0,0,-1,50,50,50,50,50,0,1,1,0,0,3,-0.480185389518738,0,0,50,50,50,0,0,0,0,0,0,1,0,1,1,1,0,1.39927196502686,0,-0.184259474277496,0,-0.439186914966468,-0.0845401336505679,-0.0961481004795024,0,0,0.547622133241092,0.559228919758662,FALSE,0.293034010585964
"67459",29390,21,"D","African American",1,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,95,67,50,78,72,0,3,1,1,1,3,0.111666448414326,2,2,50,50,50,0,0,0,0,1,0,1,1,1,1,1,0,-6.6307687118794e-10,0,-0.184259474277496,0,0.204380976611577,-0.0845401336505679,0.126175909877239,1.5,2,0.547622133241092,0.559228919758662,FALSE,0.125683485822934
"67466",52308,32,"D","Hispanic",1,0,0,1,1,1,1,1,0,3,3,-2,2,2,2,2,2,3,87,90,91,85,93,2,1,1,1,1,3,1.79377889633179,3,3,79,100,50,2,2,2,2,2,2,1,1,1,1,1,0,-0.775563597679138,1,1.79377889633179,0,1.91899569620879,1.93149488980651,2.06568535937137,3,3,2.46930807375203,2.42729516201304,TRUE,0.0322159047519342
"67473",45440,61,"D","African American",1,1,0,0,1,1,1,1,0,2,3,-1,-1,-2,1,-1,-1,-3,100,50,45,95,100,1,4,1,1,0,3,-0.384582072496414,2,2,100,50,50,-2,-1,1,0,-1,0,1,1,1,1,1,0,-0.853177130222321,1,0.346115350723267,0,0.0137894319978055,-0.408595861100514,-0.135367133172714,2.5,2,-0.907034542535251,-0.816202734445365,FALSE,0.248649489848243
"67476",9875,59,"D","African American",1,1,0,0,0,1,0,1,0,2,2,-1,0,0,1,0,1,2,100,50,50,50,100,-1,3,1,1,0,2,0.216407403349876,0,2,98,71,50,-1,-1,2,0,0,0,1,1,1,1,1,0,0.0185389295220375,0,0.216407403349876,0,0.248778074370932,0.432102858024804,0.462735611029361,2,1,0.547622133241092,-0.374804201368527,FALSE,0.032279021468081
"67480",3253,22,"D","Hispanic",1,0,0,1,1,1,1,1,0,3,3,2,2,2,2,2,2,3,100,100,100,50,100,3,0,1,1,1,2,1.95346391201019,3,3,100,100,50,2,-1,2,2,2,2,1,1,1,1,1,0,-0.849568128585815,0,1.95346391201019,0,1.91899569620879,2.03510476672724,2.06568535937137,3,3,2.46930807375203,0.949391397861989,FALSE,0.11341177184695
"67485",58137,31,"N","Hispanic",1,0,0,1,1,1,0,0,0,2,2,2,-1,-2,1,-1,0,-3,100,92,83,85,89,2,4,1,0,0,1,0.0496635586023331,2,3,100,73,27,-2,-1,1,0,-1,-1,1,1,1,0,1,0,-0.679982602596283,0,-0.376818358898163,1,0.145652041678829,0.292749779449301,-0.145418369099236,2,2.5,-0.907034542535251,-0.816202734445365,FALSE,0.140603162919779
"67489",3980,42,"D","African American",1,1,0,0,1,1,1,1,0,3,2,-1,-2,-1,1,-2,0,-3,100,50,50,62,100,2,4,1,1,0,3,-0.310742169618607,3,3,100,74,74,-2,-1,1,-2,-1,-2,1,1,1,1,1,0,-0.48303011059761,1,-0.579770147800446,0,-0.220626616253499,-0.342527347438221,-0.807396999961453,2.5,3,-0.880250101748978,-0.816202734445365,TRUE,-0.293692034716227
"67490",55512,37,"D","Hispanic",0,0,0,1,1,1,1,1,0,2,2,0,0,0,0,0,0,3,50,50,50,50,50,0,2,1,0,0,3,0.0472981259226799,3,2,50,76,19,-2,-1,1,0,1,-2,1,1,1,1,1,1,-6.6307687118794e-10,0,0.0472981259226799,0,0.332033124379235,-0.0845401336505679,0.105679600276484,2,2.5,0.547622133241092,-0.816202734445365,FALSE,-0.336074494804395
"67491",34488,67,"N","Hispanic",0,0,0,1,1,1,1,0,0,-3,0,-2,-2,-2,-2,-2,-2,-3,19,0,0,1,50,0,5,1,1,1,0,-1.61724543571472,0,0,40,50,19,-2,-1,0,2,0,0,1,1,1,0,1,1,-0.751019835472107,0,-1.61724543571472,1,-0.112108237082034,-2.20418503402838,0.353930597503827,-1.5,0,-1.37406380726985,-0.816202734445365,FALSE,1.68727823873949
"67502",1293,60,"D","African American",0,1,0,0,1,1,1,1,0,2,2,0,0,0,0,0,0,0,100,57,59,52,78,0,2,1,1,1,1,0.231020897626877,-2,0,84,50,49,-1,-1,1,0,0,0,1,1,1,1,1,0,-0.775502800941467,1,0.07771085947752,0,-0.527255754759453,0.0190697432701678,0.0869568771840279,2,-1,0.547622133241092,-0.374804201368527,TRUE,0.119128082060887
"67507",57889,55,"D","Hispanic",1,0,0,1,0,1,0,1,0,3,3,1,2,-2,2,2,2,3,100,100,100,100,100,1,0,1,1,0,1,1.70537102222443,3,3,100,100,100,2,2,2,2,2,2,1,1,1,0,1,0,-0.816209077835083,1,1.70537102222443,0,1.91899569620879,2.03510476672724,2.06568535937137,3,3,0.494053251668546,2.42729516201304,FALSE,0.380145916975571
"67526",34050,22,"D","African American",1,1,0,0,1,1,0,1,0,3,3,1,-1,-1,1,0,0,-3,91,50,50,69,97,3,5,1,1,1,0,0.0279822219163179,2,-1,50,50,50,-1,-1,0,-1,-1,-1,1,0,0,1,1,0,0.57897537946701,0,0.432326167821884,0,-0.823498855241618,0.168221142251428,-0.764586333477358,3,0.5,-0.413220837014379,-0.374804201368527,FALSE,-0.563110895905632
"67533",60129,73,"N","African American",0,1,0,0,1,1,1,0,0,2,2,1,-2,-2,1,-2,-2,-2,100,50,16,50,100,-1,4,1,1,0,3,-1.00131094455719,3,3,50,50,50,-2,-2,0,0,0,-1,1,1,1,1,1,0,-0.482895791530609,0,-0.946556746959686,1,0.113825296643403,-1.26170586957442,-0.317222974128952,2,3,-1.37406380726985,-1.30883732249572,FALSE,0.902734574509487
"67546",31299,51,"R","Asian",0,0,0,0,1,1,1,0,1,0,0,2,-1,-1,0,-1,-1,-2,50,50,50,50,50,-2,4,1,0,0,-3,-1.09175074100494,2,2,50,54,55,-1,-2,0,-2,-1,0,1,1,1,1,1,0,0,0,-1.09175074100494,0,-0.426498791127471,-0.603796094268768,-0.731851045737325,0,2,-0.413220837014379,-0.867438789418877,FALSE,0.240026616667796
"67552",23576,40,"D","Hispanic",1,0,0,1,1,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-1,-3,90,0,0,0,90,0,1,1,0,0,3,-1.77713513374329,1,0,76,8,0,-2,-2,-1,-2,-1,0,1,1,1,1,1,0,0,1,-1.34519577026367,0,-1.27305036497975,-1.940303318255,-1.33700329884671,-2,0.5,-1.37406380726985,-1.30883732249572,TRUE,0.0436279293977334
"67553",33599,50,"D","Hispanic",0,0,0,1,1,1,1,1,0,0,1,1,-1,-2,-1,-2,-1,-3,50,50,50,50,80,0,1,1,1,0,2,-0.913256406784058,0,0,83,42,50,0,0,0,0,0,0,1,1,1,0,1,0,0,1,-1.34519577026367,0,-0.498719762701704,-1.11193161501559,-0.169547626643999,0.5,0,-0.907034542535251,0.559228919758662,TRUE,0.614340234390259
"67555",19167,66,"R","Caucasian",1,0,1,0,1,1,1,0,1,3,0,0,0,0,-1,0,0,-1,28,50,50,50,73,-2,4,1,1,0,-2,-0.547925710678101,2,2,22,50,50,0,1,0,0,0,0,1,1,1,1,1,0,0,0,-0.269303828477859,0,0.0375972197504609,-0.337301409552564,-0.0961481004795024,1.5,2,0.547622133241092,1.05186350780901,TRUE,0.162294354387088
"67562",15247,54,"R","Caucasian",0,0,1,0,1,1,1,0,1,-3,-3,0,-2,0,0,0,0,0,11,28,23,0,50,-2,0,1,1,0,-1,-1.30985796451569,-2,-2,7,35,12,-1,0,0,0,0,0,1,1,1,1,1,0,0,0,-1.30985796451569,0,-1.02759513918696,-0.395369764412775,-0.233772212037933,-3,-2,-0.386436396228105,0.117830386681824,FALSE,0.315142356062782
"67563",14476,68,"R","Caucasian",0,0,1,0,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,0,0,50,50,61,61,-1,1,1,1,0,-2,-0.29288375377655,1,1,3,43,55,-1,-1,1,0,0,0,1,1,1,1,1,0,0,0,-0.29288375377655,0,-0.109910120267875,0.687477102869628,0.0227322917900936,1,1,-0.413220837014379,-0.374804201368527,FALSE,-0.203987868149282
"67566",13052,29,"N","Hispanic",0,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,50,50,50,50,50,0,1,1,1,1,0,-0.257294863462448,0,0,50,50,25,0,0,0,0,0,0,1,1,1,1,1,0,0,1,-0.257294863462448,1,-0.439186914966468,-0.0845401336505679,-0.0961481004795024,0,0,0.0538084277202204,0.559228919758662,TRUE,-0.0338877331046916
"67577",1951,23,"N","Hispanic",0,0,0,1,1,1,0,0,0,2,2,0,-1,-1,0,0,1,2,60,50,50,40,67,2,1,1,1,0,1,0.149373024702072,2,2,58,50,50,-1,-1,0,0,0,0,1,1,1,1,1,0,0,1,0.149373024702072,1,0.0375972197504609,0.179341582122808,-0.0961481004795024,2,2,-0.413220837014379,-0.374804201368527,FALSE,-0.244869049296042
"67581",48834,36,"R","Hispanic",1,0,0,1,1,1,1,0,1,2,2,-1,-1,-1,0,0,1,0,50,50,50,40,80,-1,3,1,1,1,-2,-0.274714112281799,2,2,50,80,20,0,-1,0,1,0,1,1,1,1,1,1,0,0,1,-0.274714112281799,0,0.586548728165338,0.179341582122808,0.625214345278473,2,2,-0.413220837014379,0.0665943317083116,TRUE,0.458869815517523
"67582",60048,77,"D","Caucasian",0,0,1,0,1,1,1,1,0,2,2,1,-1,-1,0,0,0,2,100,50,50,50,100,2,5,1,1,0,3,0.0772799625992775,3,3,100,100,50,0,0,-2,0,2,2,1,1,1,1,1,0,0,1,0.0772799625992775,0,1.02001314189051,-0.0845401336505679,0.883186750733921,2,3,-0.413220837014379,0.559228919758662,TRUE,0.892384070245421
"67590",22634,49,"R","Hispanic",1,0,0,1,0,0,0,0,1,3,3,-2,0,0,1,0,0,3,33,100,70,50,50,0,0,1,1,1,-2,0.636457085609436,3,3,22,100,60,-1,0,2,2,2,2,1,1,1,1,1,0,0,1,1.09446883201599,0,1.91899569620879,0.398465313186396,2.06568535937137,3,3,0.547622133241092,0.117830386681824,TRUE,1.21322690199593
"67593",29659,65,"R","Hispanic",1,0,0,1,1,1,1,0,1,3,3,2,-2,-1,1,-1,-1,2,93,94,31,93,100,0,4,1,1,1,2,-0.156562700867653,2,3,94,95,96,-1,-1,0,-1,0,-1,1,1,1,1,1,0,0,1,-0.156562700867653,0,0.169635821761169,-0.569766780754992,-0.129389988445325,3,2.5,-0.880250101748978,-0.374804201368527,FALSE,0.0270257005143336
"67594",2684,75,"R","Caucasian",1,0,1,0,1,1,1,0,1,3,3,2,-2,-2,2,-2,0,2,99,65,50,69,79,3,1,1,1,0,1,-0.0848078206181526,3,3,50,100,68,0,0,1,1,1,0,1,1,1,1,1,0,0,1,-0.0848078206181526,0,1.12136865036595,-0.0897660715362252,0.993067275060537,3,3,-1.37406380726985,0.559228919758662,TRUE,1.0641166119198
"67596",47254,24,"R","Hispanic",1,0,0,1,0,1,0,0,1,3,3,-2,1,-2,1,1,0,3,60,90,90,40,90,0,0,1,1,1,-1,0.87057238817215,3,3,50,90,50,0,-2,2,2,0,2,1,1,1,1,1,0,0,0,0.87057238817215,0,1.51101212281751,0.884083728966189,1.52928793095227,3,3,0.0270239869339474,-0.426040256342039,FALSE,0.432326078059121
"67600",32323,60,"D","Hispanic",1,0,0,1,1,1,1,1,0,0,2,1,-1,-1,0,0,0,0,50,50,50,50,50,1,0,1,1,0,3,-0.185215771198273,2,2,100,50,50,-1,-1,0,0,0,0,1,1,1,1,1,0,0,1,-0.185215771198273,0,0.0375972197504609,-0.0845401336505679,-0.0961481004795024,1,2,-0.413220837014379,-0.374804201368527,FALSE,-0.228715353841901
"67605",10721,55,"D","Asian",0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,0,-1,0,0,50,50,50,50,50,1,1,1,1,0,2,-0.365824282169342,1,0,50,50,50,-1,-1,0,-1,0,1,1,1,1,1,1,0,0,0,-0.365824282169342,0,-0.325039858992439,-0.339914378495393,-0.100112575821718,0,0.5,-0.413220837014379,-0.374804201368527,FALSE,0.136306762844067
"67606",43250,44,"N","Hispanic",1,0,0,1,1,1,0,0,0,0,1,-1,1,0,1,0,1,2,89,50,50,18,50,0,3,1,1,0,2,0.115740872919559,2,1,77,76,14,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0.115740872919559,1,0.576888610498439,0.432102858024804,0.771619559859756,0.5,1.5,1.01465139797569,0.559228919758662,TRUE,0.242442277102668
"67607",45217,69,"Other Party","Hispanic",1,0,0,1,0,0,0,0,0,2,2,-1,-1,-1,0,0,1,-2,82,50,50,21,89,0,1,1,0,0,1,-0.296249598264694,2,3,80,94,22,2,-1,1,1,2,2,1,1,1,1,1,0,0,1,-0.296249598264694,0,1.45230834790596,0.179341582122808,1.6024913880928,2,2.5,-0.413220837014379,0.949391397861989,TRUE,1.65788788126652
"67612",22534,46,"D","Caucasian",1,0,1,0,1,1,1,1,0,3,3,-1,1,1,2,-2,-2,3,76,95,92,54,88,1,1,1,1,0,1,0.690563499927521,3,2,84,84,67,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.690563499927521,0,1.04159728245326,-0.134016744119543,1.06734309638099,3,2.5,1.50846510349656,1.49326204088585,FALSE,0.270077857659175
"67614",10526,27,"N","Hispanic",1,0,0,1,0,0,0,0,0,3,3,1,-2,-2,1,-1,-1,1,100,50,50,0,100,-2,2,1,1,0,1,-0.320955008268356,0,2,100,50,0,-2,-2,2,0,-1,-1,1,1,1,0,1,0,0,1,-0.320955008268356,1,-0.236443398260702,-0.351034818366772,-0.173337029158633,3,1,-1.37406380726985,-1.30883732249572,FALSE,-0.106722137990438
"67616",1208,34,"N","Hispanic",1,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,0,2,50,93,100,0,100,0,4,1,1,0,0,0.538440704345703,3,2,50,88,0,0,0,2,1,1,0,1,1,1,1,1,0,0,0,-0.0743657946586609,1,1.05217568496381,0.996592845490844,1.06607296347732,2,2.5,0.547622133241092,0.559228919758662,FALSE,0.172982947858527
"67624",36443,68,"D","Caucasian",0,0,1,0,1,1,1,1,0,0,1,-1,-1,-1,-1,-1,1,-2,72,8,9,55,75,1,0,1,1,0,3,-0.78044605255127,2,2,76,48,50,-1,-1,1,1,1,1,1,1,1,1,1,0,0,1,-0.174932390451431,0,0.658177063193968,-0.800794489040698,0.73704522864076,0.5,2,-0.413220837014379,-0.374804201368527,TRUE,1.22717865946739
"67628",37819,64,"R","Hispanic",0,0,0,1,0,1,1,0,1,3,3,1,-1,0,1,0,-1,2,81,60,50,19,95,-2,2,1,1,0,-2,-0.0699941515922546,2,2,50,17,17,-1,-1,1,0,0,0,1,1,1,1,1,0,0,0,0.0716714486479759,0,-0.0649998080489293,-0.0956605735219475,-0.21581616824452,3,2,0.0805928685064935,-0.374804201368527,FALSE,-0.363500517945894
"67630",62063,53,"D","Hispanic",1,0,0,1,1,1,1,1,0,-2,1,-1,-2,-2,0,-1,-1,-3,90,40,60,0,70,-2,4,1,0,0,3,-1.09085297584534,1,-1,90,30,0,-2,-2,0,-2,-1,-1,1,1,1,1,1,1,0,0,-1.06208872795105,0,-1.25139271797265,-0.488674008801284,-1.17312449788026,-0.5,0,-1.37406380726985,-1.30883732249572,FALSE,-0.963269208853288
"67634",12313,48,"R","Caucasian",0,0,1,0,1,1,1,0,1,1,3,0,0,0,0,2,2,1,50,50,50,0,50,0,4,1,1,1,-3,0.288213521242142,0,0,50,50,50,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.297442197799683,0,-0.439186914966468,0.953971787585832,-0.0961481004795024,2,0,0.547622133241092,0.559228919758662,FALSE,-0.54629558514296
"67635",60569,18,"N","Caucasian",0,0,1,0,0,0,0,0,0,2,3,1,1,0,1,1,1,3,50,90,50,90,90,1,1,1,1,1,0,0.694361865520477,0,2,50,72,81,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0.410985678434372,1,-0.0297322578790848,0.687477102869628,0.105700596472863,2.5,1,1.01465139797569,0.559228919758662,TRUE,-0.57818973844459
"67637",52423,63,"N","Caucasian",0,0,1,0,1,1,1,0,0,3,3,-2,2,-1,1,1,-1,2,75,55,49,95,49,2,0,1,1,1,1,0.679742395877838,2,2,59,46,84,1,-1,1,1,-1,2,1,1,1,1,1,0,0,0,0.679742395877838,1,0.471890328003449,0.148201462776129,0.495122200035602,3,2,0.987866957189418,0.50799286478515,FALSE,0.0278086994543188
"67639",5981,64,"D","Asian",0,0,0,0,0,1,0,1,0,3,3,0,-1,-1,1,-1,0,1,79,70,64,73,33,1,1,1,1,1,2,0.242927581071854,3,1,50,40,59,0,0,1,-1,0,-1,1,1,1,1,1,0,0,1,0.432969450950623,0,-0.226893458674881,0.0740178170610811,-0.450906753162707,3,2,-0.413220837014379,0.559228919758662,FALSE,-0.690197339140308
"67641",8731,23,"N","Hispanic",0,0,0,1,1,1,0,0,0,3,3,-1,2,0,2,2,2,3,80,100,100,70,100,1,1,1,1,1,0,1.44268298149109,3,3,80,100,70,2,0,2,2,2,2,1,1,1,1,1,0,0,0,1.44268298149109,1,1.91899569620879,2.03510476672724,2.06568535937137,3,3,1.48168066271029,1.44202598591234,FALSE,0.347834357292205
"67642",59179,50,"N","Caucasian",0,0,1,0,1,1,1,0,0,2,2,0,0,1,0,1,-1,2,72,100,94,50,100,0,0,1,1,1,1,0.583939850330353,2,2,50,82,50,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0.583939850330353,1,0.439267949633624,0.413489571477811,0.422489353170148,2,2,1.04143583876196,1.0006274528355,FALSE,-0.307798607529611
"67648",64948,44,"R","Caucasian",1,0,1,0,0,0,1,0,1,3,2,1,0,0,1,2,2,2,50,50,50,50,50,2,1,1,1,0,-3,0.460778266191483,3,2,38,50,51,0,1,1,0,-2,1,1,1,1,0,1,0,0,0,0.460778266191483,0,0.124692070052935,1.20673306348783,-0.136616269880006,2.5,2.5,0.547622133241092,1.05186350780901,FALSE,-0.762017477196549
"67649",9402,57,"D","Hispanic",1,0,0,1,0,1,0,1,0,0,2,2,-2,-2,-1,-2,-2,-2,100,0,0,0,50,0,3,1,0,0,3,-1.36731612682343,0,2,100,50,50,-1,-2,0,-2,-1,1,1,1,0,1,1,1,0,1,-1.36731612682343,0,-0.525146033431013,-1.95142375812638,-0.547475935170124,1,1,-1.37406380726985,-0.867438789418877,TRUE,0.628121767791519
"67650",66379,58,"D","Hispanic",1,0,0,1,1,1,1,1,0,3,3,-1,-2,-2,2,0,1,3,50,100,51,88,100,0,1,1,1,0,2,0.394710659980774,3,3,32,100,50,0,0,2,2,2,2,1,1,1,1,1,0,0,1,0.394710659980774,0,1.91899569620879,0.696376342473548,2.06568535937137,3,3,-1.37406380726985,0.559228919758662,TRUE,1.297566066937
"67651",31545,77,"R","Hispanic",1,0,0,1,1,0,0,0,1,3,0,0,-1,1,0,-1,-2,3,87,90,90,87,93,-2,3,1,0,0,-2,-0.130814775824547,3,-3,50,0,100,-1,1,1,-1,0,0,1,0,0,0,1,0,0,0,-0.130814775824547,0,-0.853872358516506,-0.407189468172207,-0.596829510335739,1.5,0,0.574406574027365,0.610464974732174,FALSE,-0.612540558450435
"67652",25857,63,"N","Hispanic",0,0,0,1,0,1,0,0,0,-3,-3,-2,-2,-2,-2,-2,-2,-3,0,50,0,0,50,-3,5,1,1,1,-1,-2.07254862785339,-3,-3,50,0,0,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,0,1,-2.23023247718811,1,-2.79736952614172,-2.20418503402838,-2.25798156033038,-3,-3,-1.37406380726985,-1.30883732249572,TRUE,-0.50802053240458
"67654",16737,70,"R","Hispanic",1,0,0,1,1,1,1,0,1,1,1,1,-1,-1,0,-1,0,-2,0,50,50,0,50,-2,5,1,1,0,-2,-0.981725454330444,2,2,2,50,50,-1,-1,0,-1,0,-1,1,1,1,1,1,0,0,0,-0.981725454330444,0,-0.288106109657278,-0.339914378495393,-0.542262323120617,1,2,-0.413220837014379,-0.374804201368527,FALSE,-0.0966199675246056
"67658",10207,90,"D","Caucasian",1,0,1,0,1,1,1,1,0,-3,2,2,-2,-1,2,-1,2,-2,50,50,50,93,50,-1,4,1,1,0,-2,-0.695042669773102,2,2,50,50,50,1,-1,-1,0,1,1,1,1,1,1,1,0,0,1,-0.695042669773102,0,0.223568997968639,0.693371604855351,0.164145805863158,-0.5,2,-0.880250101748978,0.50799286478515,TRUE,0.0819436588773281
"67659",30818,26,"N","Hispanic",1,0,0,1,0,0,0,0,0,3,3,-1,0,0,1,2,2,3,50,100,50,100,50,0,3,1,1,0,-2,0.873925745487213,1,2,53,50,61,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0.873925745487213,1,0.228590123350415,1.20673306348783,0.311996226175693,3,1.5,0.547622133241092,0.559228919758662,TRUE,-0.585016697820387
"67663",68024,67,"R","Hispanic",1,0,0,1,1,1,1,0,1,2,2,1,-2,-2,-2,-1,-1,-2,19,50,20,50,50,-2,4,1,1,0,-3,-1.27558374404907,0,-1,4,0,50,-2,-2,-2,-1,0,-2,1,1,1,1,1,0,0,0,-1.34772253036499,0,-1.70795613430962,-1.45468490247521,-1.58829419062523,2,-0.5,-1.37406380726985,-1.30883732249572,FALSE,-0.379177939139181
